,Quantity,InvoiceDate,Category
193805,1,2011-06-15 10:24:00,Storage/Laundry bags
193809,1,2011-06-15 10:24:00,Storage/Laundry bags
193810,1,2011-06-15 10:24:00,Storage/Laundry bags
193814,1,2011-06-15 10:24:00,Storage/Laundry bags
193820,1,2011-06-15 10:24:00,Storage/Laundry bags
193824,1,2011-06-15 10:24:00,Storage/Laundry bags
193825,8,2011-06-15 10:24:00,Storage/Laundry bags
193840,1,2011-06-15 10:24:00,Storage/Laundry bags
193843,2,2011-06-15 10:24:00,Storage/Laundry bags
193844,3,2011-06-15 10:24:00,Storage/Laundry bags
193850,2,2011-06-15 10:24:00,Storage/Laundry bags
193862,2,2011-06-15 10:25:00,Storage/Laundry bags
193864,10,2011-06-15 10:25:00,Storage/Laundry bags
193865,8,2011-06-15 10:25:00,Storage/Laundry bags
193875,4,2011-06-15 10:25:00,Storage/Laundry bags
193888,7,2011-06-15 10:25:00,Storage/Laundry bags
193889,14,2011-06-15 10:25:00,Storage/Laundry bags
193890,1,2011-06-15 10:25:00,Storage/Laundry bags
193905,3,2011-06-15 10:25:00,Storage/Laundry bags
193906,10,2011-06-15 10:25:00,Storage/Laundry bags
193935,3,2011-06-15 10:39:00,Storage/Laundry bags
193983,50,2011-06-15 11:30:00,Storage/Laundry bags
194003,100,2011-06-15 11:30:00,Storage/Laundry bags
194060,1,2011-06-15 11:56:00,Storage/Laundry bags
194062,1,2011-06-15 11:56:00,Storage/Laundry bags
194065,1,2011-06-15 11:56:00,Storage/Laundry bags
194066,1,2011-06-15 11:56:00,Storage/Laundry bags
194186,10,2011-06-15 12:24:00,Storage/Laundry bags
194190,12,2011-06-15 12:24:00,Storage/Laundry bags
194196,10,2011-06-15 12:24:00,Storage/Laundry bags
194197,10,2011-06-15 12:24:00,Storage/Laundry bags
194213,12,2011-06-15 12:34:00,Storage/Laundry bags
194223,1,2011-06-15 12:36:00,Storage/Laundry bags
194225,2,2011-06-15 12:36:00,Storage/Laundry bags
194235,5,2011-06-15 12:39:00,Storage/Laundry bags
194239,40,2011-06-15 12:48:00,Storage/Laundry bags
194240,20,2011-06-15 12:48:00,Storage/Laundry bags
194242,5,2011-06-15 12:48:00,Storage/Laundry bags
194245,40,2011-06-15 12:48:00,Storage/Laundry bags
194252,10,2011-06-15 12:48:00,Storage/Laundry bags
194254,10,2011-06-15 12:48:00,Storage/Laundry bags
194255,20,2011-06-15 12:48:00,Storage/Laundry bags
194257,10,2011-06-15 12:48:00,Storage/Laundry bags
194258,10,2011-06-15 12:48:00,Storage/Laundry bags
194263,10,2011-06-15 12:48:00,Storage/Laundry bags
194266,40,2011-06-15 12:48:00,Storage/Laundry bags
194269,10,2011-06-15 12:48:00,Storage/Laundry bags
194270,20,2011-06-15 12:48:00,Storage/Laundry bags
194271,10,2011-06-15 12:48:00,Storage/Laundry bags
194281,1,2011-06-15 12:55:00,Storage/Laundry bags
194282,10,2011-06-15 12:55:00,Storage/Laundry bags
194284,2,2011-06-15 12:55:00,Storage/Laundry bags
194300,1,2011-06-15 13:05:00,Storage/Laundry bags
194301,1,2011-06-15 13:05:00,Storage/Laundry bags
194303,1,2011-06-15 13:05:00,Storage/Laundry bags
194322,2,2011-06-15 13:05:00,Storage/Laundry bags
194324,1,2011-06-15 13:05:00,Storage/Laundry bags
194332,1,2011-06-15 13:05:00,Storage/Laundry bags
194376,30,2011-06-15 13:07:00,Storage/Laundry bags
194407,2,2011-06-15 13:25:00,Storage/Laundry bags
194411,2,2011-06-15 13:25:00,Storage/Laundry bags
194412,2,2011-06-15 13:25:00,Storage/Laundry bags
194414,2,2011-06-15 13:25:00,Storage/Laundry bags
194415,1,2011-06-15 13:25:00,Storage/Laundry bags
194468,48,2011-06-15 13:25:00,Storage/Laundry bags
194480,10,2011-06-15 13:26:00,Storage/Laundry bags
194481,10,2011-06-15 13:26:00,Storage/Laundry bags
194482,10,2011-06-15 13:26:00,Storage/Laundry bags
194483,10,2011-06-15 13:26:00,Storage/Laundry bags
194488,10,2011-06-15 13:26:00,Storage/Laundry bags
194498,30,2011-06-15 13:26:00,Storage/Laundry bags
194507,2,2011-06-15 13:26:00,Storage/Laundry bags
194508,2,2011-06-15 13:26:00,Storage/Laundry bags
194522,4,2011-06-15 13:26:00,Storage/Laundry bags
194523,2,2011-06-15 13:26:00,Storage/Laundry bags
194530,2,2011-06-15 13:26:00,Storage/Laundry bags
194531,2,2011-06-15 13:26:00,Storage/Laundry bags
194534,10,2011-06-15 13:34:00,Storage/Laundry bags
194539,10,2011-06-15 13:34:00,Storage/Laundry bags
194540,10,2011-06-15 13:34:00,Storage/Laundry bags
194541,10,2011-06-15 13:34:00,Storage/Laundry bags
194546,1,2011-06-15 13:34:00,Storage/Laundry bags
194586,1,2011-06-15 13:35:00,Storage/Laundry bags
194603,1,2011-06-15 13:35:00,Storage/Laundry bags
194604,1,2011-06-15 13:35:00,Storage/Laundry bags
194619,1,2011-06-15 13:35:00,Storage/Laundry bags
194620,2,2011-06-15 13:35:00,Storage/Laundry bags
194647,1,2011-06-15 13:35:00,Storage/Laundry bags
194653,2,2011-06-15 13:35:00,Storage/Laundry bags
194665,96,2011-06-15 13:37:00,Storage/Laundry bags
194685,100,2011-06-15 13:37:00,Storage/Laundry bags
194686,100,2011-06-15 13:37:00,Storage/Laundry bags
194687,96,2011-06-15 13:37:00,Storage/Laundry bags
194707,48,2011-06-15 13:37:00,Storage/Laundry bags
194793,50,2011-06-15 13:37:00,Storage/Laundry bags
194903,1,2011-06-15 15:41:00,Storage/Laundry bags
194957,3,2011-06-15 15:41:00,Storage/Laundry bags
194964,1,2011-06-15 15:41:00,Storage/Laundry bags
194965,1,2011-06-15 15:41:00,Storage/Laundry bags
194996,2,2011-06-15 15:41:00,Storage/Laundry bags
195011,2,2011-06-15 15:41:00,Storage/Laundry bags
195055,10,2011-06-15 15:57:00,Storage/Laundry bags
195057,10,2011-06-15 15:57:00,Storage/Laundry bags
195060,10,2011-06-15 15:57:00,Storage/Laundry bags
195068,10,2011-06-15 15:57:00,Storage/Laundry bags
195073,10,2011-06-15 15:57:00,Storage/Laundry bags
195075,1,2011-06-15 16:04:00,Storage/Laundry bags
195224,100,2011-06-16 09:04:00,Storage/Laundry bags
195225,100,2011-06-16 09:04:00,Storage/Laundry bags
195240,5,2011-06-16 09:15:00,Storage/Laundry bags
195303,10,2011-06-16 09:46:00,Storage/Laundry bags
195326,10,2011-06-16 10:18:00,Storage/Laundry bags
195354,50,2011-06-16 11:24:00,Storage/Laundry bags
195355,100,2011-06-16 11:24:00,Storage/Laundry bags
195356,100,2011-06-16 11:24:00,Storage/Laundry bags
195357,20,2011-06-16 11:29:00,Storage/Laundry bags
195358,20,2011-06-16 11:29:00,Storage/Laundry bags
195361,5,2011-06-16 11:29:00,Storage/Laundry bags
195365,20,2011-06-16 11:29:00,Storage/Laundry bags
195366,20,2011-06-16 11:29:00,Storage/Laundry bags
195378,20,2011-06-16 11:30:00,Storage/Laundry bags
195406,20,2011-06-16 11:30:00,Storage/Laundry bags
195408,6,2011-06-16 11:30:00,Storage/Laundry bags
195409,6,2011-06-16 11:30:00,Storage/Laundry bags
195440,6,2011-06-16 11:38:00,Storage/Laundry bags
195473,6,2011-06-16 11:50:00,Storage/Laundry bags
195474,6,2011-06-16 11:50:00,Storage/Laundry bags
195487,6,2011-06-16 12:05:00,Storage/Laundry bags
195490,9,2011-06-16 12:05:00,Storage/Laundry bags
195492,8,2011-06-16 12:05:00,Storage/Laundry bags
195520,10,2011-06-16 12:29:00,Storage/Laundry bags
195532,3,2011-06-16 12:29:00,Storage/Laundry bags
195534,2,2011-06-16 12:29:00,Storage/Laundry bags
195535,2,2011-06-16 12:29:00,Storage/Laundry bags
195569,2,2011-06-16 12:45:00,Storage/Laundry bags
195592,1,2011-06-16 12:45:00,Storage/Laundry bags
195600,100,2011-06-16 12:51:00,Storage/Laundry bags
195601,20,2011-06-16 12:51:00,Storage/Laundry bags
195603,10,2011-06-16 12:51:00,Storage/Laundry bags
195611,10,2011-06-16 12:55:00,Storage/Laundry bags
195768,5,2011-06-16 14:45:00,Storage/Laundry bags
195770,20,2011-06-16 14:45:00,Storage/Laundry bags
195771,20,2011-06-16 14:46:00,Storage/Laundry bags
195780,10,2011-06-16 14:46:00,Storage/Laundry bags
195800,20,2011-06-16 14:46:00,Storage/Laundry bags
195802,20,2011-06-16 14:46:00,Storage/Laundry bags
195818,20,2011-06-16 14:46:00,Storage/Laundry bags
195822,10,2011-06-16 14:46:00,Storage/Laundry bags
195831,20,2011-06-16 14:46:00,Storage/Laundry bags
195838,10,2011-06-16 15:01:00,Storage/Laundry bags
195884,5,2011-06-16 15:07:00,Storage/Laundry bags
195928,10,2011-06-16 15:10:00,Storage/Laundry bags
195929,10,2011-06-16 15:10:00,Storage/Laundry bags
195930,10,2011-06-16 15:10:00,Storage/Laundry bags
195942,5,2011-06-16 15:12:00,Storage/Laundry bags
195946,18,2011-06-16 15:12:00,Storage/Laundry bags
195971,10,2011-06-16 15:22:00,Storage/Laundry bags
195972,10,2011-06-16 15:22:00,Storage/Laundry bags
195980,10,2011-06-16 15:22:00,Storage/Laundry bags
195982,10,2011-06-16 15:22:00,Storage/Laundry bags
195983,10,2011-06-16 15:22:00,Storage/Laundry bags
195985,10,2011-06-16 15:22:00,Storage/Laundry bags
195986,10,2011-06-16 15:22:00,Storage/Laundry bags
195987,10,2011-06-16 15:22:00,Storage/Laundry bags
195988,10,2011-06-16 15:22:00,Storage/Laundry bags
195990,5,2011-06-16 15:22:00,Storage/Laundry bags
195995,10,2011-06-16 15:22:00,Storage/Laundry bags
196000,6,2011-06-16 15:28:00,Storage/Laundry bags
196025,5,2011-06-16 15:49:00,Storage/Laundry bags
196041,1,2011-06-16 16:31:00,Storage/Laundry bags
196079,1,2011-06-16 16:31:00,Storage/Laundry bags
196126,1,2011-06-16 16:31:00,Storage/Laundry bags
196127,2,2011-06-16 16:31:00,Storage/Laundry bags
196128,5,2011-06-16 16:31:00,Storage/Laundry bags
196138,1,2011-06-16 16:31:00,Storage/Laundry bags
196169,1,2011-06-16 16:31:00,Storage/Laundry bags
196170,2,2011-06-16 16:31:00,Storage/Laundry bags
196171,2,2011-06-16 16:31:00,Storage/Laundry bags
196184,1,2011-06-16 16:31:00,Storage/Laundry bags
196214,2,2011-06-16 16:31:00,Storage/Laundry bags
196234,4,2011-06-16 16:31:00,Storage/Laundry bags
196236,1,2011-06-16 16:31:00,Storage/Laundry bags
196237,2,2011-06-16 16:31:00,Storage/Laundry bags
196238,3,2011-06-16 16:31:00,Storage/Laundry bags
196240,1,2011-06-16 16:31:00,Storage/Laundry bags
196241,1,2011-06-16 16:31:00,Storage/Laundry bags
196247,10,2011-06-16 16:39:00,Storage/Laundry bags
196288,10,2011-06-16 17:04:00,Storage/Laundry bags
196332,10,2011-06-16 17:08:00,Storage/Laundry bags
196339,10,2011-06-16 17:08:00,Storage/Laundry bags
196341,10,2011-06-16 17:08:00,Storage/Laundry bags
196348,10,2011-06-16 17:08:00,Storage/Laundry bags
196377,10,2011-06-16 17:37:00,Storage/Laundry bags
196378,10,2011-06-16 17:37:00,Storage/Laundry bags
196384,10,2011-06-16 17:37:00,Storage/Laundry bags
196385,10,2011-06-16 17:37:00,Storage/Laundry bags
196386,1,2011-06-16 17:56:00,Storage/Laundry bags
196443,2,2011-06-16 19:21:00,Storage/Laundry bags
196452,1,2011-06-16 19:40:00,Storage/Laundry bags
196459,1,2011-06-16 19:49:00,Storage/Laundry bags
196490,2,2011-06-16 19:59:00,Storage/Laundry bags
196513,3,2011-06-16 19:59:00,Storage/Laundry bags
196529,4,2011-06-16 19:59:00,Storage/Laundry bags
196544,10,2011-06-17 08:52:00,Storage/Laundry bags
196550,10,2011-06-17 08:57:00,Storage/Laundry bags
196564,50,2011-06-17 09:12:00,Storage/Laundry bags
196630,10,2011-06-17 10:17:00,Storage/Laundry bags
196635,9,2011-06-17 10:17:00,Storage/Laundry bags
196636,2,2011-06-17 10:17:00,Storage/Laundry bags
196641,30,2011-06-17 10:43:00,Storage/Laundry bags
196642,10,2011-06-17 10:43:00,Storage/Laundry bags
196643,10,2011-06-17 10:43:00,Storage/Laundry bags
196651,10,2011-06-17 10:43:00,Storage/Laundry bags
196685,20,2011-06-17 10:51:00,Storage/Laundry bags
196687,20,2011-06-17 10:51:00,Storage/Laundry bags
196691,20,2011-06-17 10:51:00,Storage/Laundry bags
196696,10,2011-06-17 10:51:00,Storage/Laundry bags
196697,20,2011-06-17 10:51:00,Storage/Laundry bags
196706,3,2011-06-17 11:01:00,Storage/Laundry bags
196708,1,2011-06-17 11:02:00,Storage/Laundry bags
196735,1,2011-06-17 11:04:00,Storage/Laundry bags
196786,10,2011-06-17 11:38:00,Storage/Laundry bags
196788,10,2011-06-17 11:38:00,Storage/Laundry bags
196790,10,2011-06-17 11:38:00,Storage/Laundry bags
196800,10,2011-06-17 11:38:00,Storage/Laundry bags
196828,1,2011-06-17 11:49:00,Storage/Laundry bags
196829,1,2011-06-17 11:49:00,Storage/Laundry bags
196830,4,2011-06-17 11:49:00,Storage/Laundry bags
196851,4,2011-06-17 11:49:00,Storage/Laundry bags
196862,1,2011-06-17 12:16:00,Storage/Laundry bags
196898,100,2011-06-17 12:20:00,Storage/Laundry bags
196899,100,2011-06-17 12:20:00,Storage/Laundry bags
196909,6,2011-06-17 12:20:00,Storage/Laundry bags
196941,4,2011-06-17 12:30:00,Storage/Laundry bags
196942,4,2011-06-17 12:30:00,Storage/Laundry bags
197020,10,2011-06-17 12:31:00,Storage/Laundry bags
197029,24,2011-06-17 12:39:00,Storage/Laundry bags
197089,10,2011-06-17 13:14:00,Storage/Laundry bags
197153,10,2011-06-17 13:17:00,Storage/Laundry bags
197157,10,2011-06-17 13:17:00,Storage/Laundry bags
197165,1,2011-06-17 13:37:00,Storage/Laundry bags
197166,1,2011-06-17 13:37:00,Storage/Laundry bags
197181,10,2011-06-17 13:39:00,Storage/Laundry bags
197183,10,2011-06-17 13:39:00,Storage/Laundry bags
197197,10,2011-06-17 14:09:00,Storage/Laundry bags
197198,12,2011-06-17 14:09:00,Storage/Laundry bags
197204,23,2011-06-17 14:09:00,Storage/Laundry bags
197214,5,2011-06-17 14:09:00,Storage/Laundry bags
197232,3,2011-06-17 14:09:00,Storage/Laundry bags
197233,9,2011-06-17 14:09:00,Storage/Laundry bags
197237,51,2011-06-17 14:09:00,Storage/Laundry bags
197245,2,2011-06-17 14:09:00,Storage/Laundry bags
197247,6,2011-06-17 14:09:00,Storage/Laundry bags
197256,10,2011-06-17 14:28:00,Storage/Laundry bags
197297,4,2011-06-17 14:44:00,Storage/Laundry bags
197300,4,2011-06-17 14:44:00,Storage/Laundry bags
197302,5,2011-06-17 14:44:00,Storage/Laundry bags
197303,10,2011-06-17 14:44:00,Storage/Laundry bags
197304,4,2011-06-17 14:44:00,Storage/Laundry bags
197305,5,2011-06-17 14:44:00,Storage/Laundry bags
197307,5,2011-06-17 14:44:00,Storage/Laundry bags
197308,4,2011-06-17 14:44:00,Storage/Laundry bags
197309,2,2011-06-17 14:44:00,Storage/Laundry bags
197313,5,2011-06-17 14:44:00,Storage/Laundry bags
197317,2,2011-06-17 14:44:00,Storage/Laundry bags
197325,3,2011-06-17 14:44:00,Storage/Laundry bags
197326,3,2011-06-17 14:44:00,Storage/Laundry bags
197403,3,2011-06-17 16:07:00,Storage/Laundry bags
197404,3,2011-06-17 16:07:00,Storage/Laundry bags
197411,8,2011-06-19 10:20:00,Storage/Laundry bags
197434,2,2011-06-19 10:38:00,Storage/Laundry bags
197465,5,2011-06-19 10:55:00,Storage/Laundry bags
197521,100,2011-06-19 11:08:00,Storage/Laundry bags
197523,100,2011-06-19 11:08:00,Storage/Laundry bags
197524,100,2011-06-19 11:08:00,Storage/Laundry bags
197534,100,2011-06-19 11:08:00,Storage/Laundry bags
197548,10,2011-06-19 11:09:00,Storage/Laundry bags
197688,1,2011-06-19 11:41:00,Storage/Laundry bags
197713,10,2011-06-19 11:44:00,Storage/Laundry bags
197717,10,2011-06-19 11:44:00,Storage/Laundry bags
197724,10,2011-06-19 11:44:00,Storage/Laundry bags
197745,8,2011-06-19 11:45:00,Storage/Laundry bags
197780,3,2011-06-19 12:05:00,Storage/Laundry bags
197781,3,2011-06-19 12:05:00,Storage/Laundry bags
197937,3,2011-06-19 12:26:00,Storage/Laundry bags
197998,1,2011-06-19 12:58:00,Storage/Laundry bags
198013,10,2011-06-19 13:06:00,Storage/Laundry bags
198015,10,2011-06-19 13:06:00,Storage/Laundry bags
198016,10,2011-06-19 13:06:00,Storage/Laundry bags
198017,10,2011-06-19 13:06:00,Storage/Laundry bags
198048,6,2011-06-19 13:26:00,Storage/Laundry bags
198050,150,2011-06-19 13:28:00,Storage/Laundry bags
198051,50,2011-06-19 13:28:00,Storage/Laundry bags
198064,2,2011-06-19 13:51:00,Storage/Laundry bags
198065,2,2011-06-19 13:51:00,Storage/Laundry bags
198066,2,2011-06-19 13:51:00,Storage/Laundry bags
198083,2,2011-06-19 13:51:00,Storage/Laundry bags
198089,10,2011-06-19 13:54:00,Storage/Laundry bags
198100,8,2011-06-19 13:55:00,Storage/Laundry bags
198185,1,2011-06-19 14:42:00,Storage/Laundry bags
198186,1,2011-06-19 14:42:00,Storage/Laundry bags
198192,2,2011-06-19 14:42:00,Storage/Laundry bags
198246,2,2011-06-19 15:13:00,Storage/Laundry bags
198325,6,2011-06-19 15:36:00,Storage/Laundry bags
198326,2,2011-06-19 15:36:00,Storage/Laundry bags
198327,2,2011-06-19 15:36:00,Storage/Laundry bags
198331,2,2011-06-19 15:36:00,Storage/Laundry bags
198367,10,2011-06-19 15:47:00,Storage/Laundry bags
198384,16,2011-06-19 15:59:00,Storage/Laundry bags
198421,1,2011-06-19 16:04:00,Storage/Laundry bags
198462,10,2011-06-20 08:23:00,Storage/Laundry bags
198577,1,2011-06-20 09:41:00,Storage/Laundry bags
198578,1,2011-06-20 09:41:00,Storage/Laundry bags
198579,3,2011-06-20 09:41:00,Storage/Laundry bags
198592,1,2011-06-20 09:41:00,Storage/Laundry bags
198601,1,2011-06-20 09:41:00,Storage/Laundry bags
198623,1,2011-06-20 09:41:00,Storage/Laundry bags
198624,2,2011-06-20 09:41:00,Storage/Laundry bags
198625,2,2011-06-20 09:41:00,Storage/Laundry bags
198626,1,2011-06-20 09:41:00,Storage/Laundry bags
198669,1,2011-06-20 09:41:00,Storage/Laundry bags
198671,2,2011-06-20 09:41:00,Storage/Laundry bags
198683,1,2011-06-20 09:41:00,Storage/Laundry bags
198733,10,2011-06-20 09:50:00,Storage/Laundry bags
198734,10,2011-06-20 09:50:00,Storage/Laundry bags
198738,10,2011-06-20 09:50:00,Storage/Laundry bags
198741,10,2011-06-20 09:50:00,Storage/Laundry bags
198745,1,2011-06-20 09:53:00,Storage/Laundry bags
198746,1,2011-06-20 09:53:00,Storage/Laundry bags
198747,1,2011-06-20 09:53:00,Storage/Laundry bags
198748,1,2011-06-20 09:53:00,Storage/Laundry bags
198750,1,2011-06-20 09:53:00,Storage/Laundry bags
198753,1,2011-06-20 09:53:00,Storage/Laundry bags
198755,1,2011-06-20 09:53:00,Storage/Laundry bags
198756,1,2011-06-20 09:53:00,Storage/Laundry bags
198758,1,2011-06-20 09:53:00,Storage/Laundry bags
198846,10,2011-06-20 10:34:00,Storage/Laundry bags
198848,10,2011-06-20 10:34:00,Storage/Laundry bags
198856,10,2011-06-20 10:34:00,Storage/Laundry bags
198872,6,2011-06-20 10:41:00,Storage/Laundry bags
198878,10,2011-06-20 10:41:00,Storage/Laundry bags
198881,10,2011-06-20 10:41:00,Storage/Laundry bags
198882,10,2011-06-20 10:41:00,Storage/Laundry bags
198925,1,2011-06-20 11:23:00,Storage/Laundry bags
198961,5,2011-06-20 11:30:00,Storage/Laundry bags
198962,5,2011-06-20 11:30:00,Storage/Laundry bags
198964,10,2011-06-20 11:30:00,Storage/Laundry bags
198965,5,2011-06-20 11:30:00,Storage/Laundry bags
198966,10,2011-06-20 11:30:00,Storage/Laundry bags
199013,10,2011-06-20 11:42:00,Storage/Laundry bags
199134,3,2011-06-20 12:53:00,Storage/Laundry bags
199141,3,2011-06-20 12:53:00,Storage/Laundry bags
199168,3,2011-06-20 12:53:00,Storage/Laundry bags
199169,3,2011-06-20 12:53:00,Storage/Laundry bags
199171,3,2011-06-20 12:53:00,Storage/Laundry bags
199190,30,2011-06-20 13:08:00,Storage/Laundry bags
199200,5,2011-06-20 13:08:00,Storage/Laundry bags
199202,20,2011-06-20 13:08:00,Storage/Laundry bags
199204,8,2011-06-20 13:08:00,Storage/Laundry bags
199205,8,2011-06-20 13:08:00,Storage/Laundry bags
199206,8,2011-06-20 13:08:00,Storage/Laundry bags
199208,10,2011-06-20 13:08:00,Storage/Laundry bags
199211,12,2011-06-20 13:08:00,Storage/Laundry bags
199217,10,2011-06-20 13:08:00,Storage/Laundry bags
199220,12,2011-06-20 13:08:00,Storage/Laundry bags
199221,30,2011-06-20 13:08:00,Storage/Laundry bags
199222,6,2011-06-20 13:08:00,Storage/Laundry bags
199223,10,2011-06-20 13:08:00,Storage/Laundry bags
199226,30,2011-06-20 13:08:00,Storage/Laundry bags
199228,30,2011-06-20 13:08:00,Storage/Laundry bags
199230,20,2011-06-20 13:08:00,Storage/Laundry bags
199236,12,2011-06-20 13:08:00,Storage/Laundry bags
199298,2,2011-06-20 13:14:00,Storage/Laundry bags
199299,2,2011-06-20 13:14:00,Storage/Laundry bags
199307,2,2011-06-20 13:14:00,Storage/Laundry bags
199319,2,2011-06-20 13:14:00,Storage/Laundry bags
199397,10,2011-06-20 13:27:00,Storage/Laundry bags
199398,10,2011-06-20 13:27:00,Storage/Laundry bags
199399,10,2011-06-20 13:27:00,Storage/Laundry bags
199400,10,2011-06-20 13:27:00,Storage/Laundry bags
199446,10,2011-06-20 13:28:00,Storage/Laundry bags
199497,3,2011-06-20 14:10:00,Storage/Laundry bags
199510,5,2011-06-20 14:10:00,Storage/Laundry bags
199511,4,2011-06-20 14:10:00,Storage/Laundry bags
199532,2,2011-06-20 14:11:00,Storage/Laundry bags
199535,10,2011-06-20 14:11:00,Storage/Laundry bags
199538,1,2011-06-20 14:11:00,Storage/Laundry bags
199549,1,2011-06-20 14:11:00,Storage/Laundry bags
199551,3,2011-06-20 14:11:00,Storage/Laundry bags
199552,1,2011-06-20 14:11:00,Storage/Laundry bags
199570,1,2011-06-20 14:11:00,Storage/Laundry bags
199571,2,2011-06-20 14:11:00,Storage/Laundry bags
199575,3,2011-06-20 14:11:00,Storage/Laundry bags
199576,1,2011-06-20 14:11:00,Storage/Laundry bags
199652,300,2011-06-20 14:38:00,Storage/Laundry bags
199653,200,2011-06-20 14:38:00,Storage/Laundry bags
199654,200,2011-06-20 14:38:00,Storage/Laundry bags
199655,200,2011-06-20 14:38:00,Storage/Laundry bags
199658,1,2011-06-20 14:48:00,Storage/Laundry bags
199660,1,2011-06-20 14:48:00,Storage/Laundry bags
199662,1,2011-06-20 14:48:00,Storage/Laundry bags
199663,1,2011-06-20 14:48:00,Storage/Laundry bags
199674,10,2011-06-20 14:58:00,Storage/Laundry bags
199679,10,2011-06-20 14:58:00,Storage/Laundry bags
199680,20,2011-06-20 14:58:00,Storage/Laundry bags
199681,10,2011-06-20 14:58:00,Storage/Laundry bags
199701,1,2011-06-20 15:18:00,Storage/Laundry bags
199706,1,2011-06-20 15:18:00,Storage/Laundry bags
199725,3,2011-06-20 15:18:00,Storage/Laundry bags
199726,1,2011-06-20 15:18:00,Storage/Laundry bags
199727,1,2011-06-20 15:18:00,Storage/Laundry bags
199732,2,2011-06-20 15:18:00,Storage/Laundry bags
199737,6,2011-06-20 15:18:00,Storage/Laundry bags
199738,1,2011-06-20 15:18:00,Storage/Laundry bags
199739,1,2011-06-20 15:18:00,Storage/Laundry bags
199748,1,2011-06-20 15:19:00,Storage/Laundry bags
199750,2,2011-06-20 15:19:00,Storage/Laundry bags
199751,1,2011-06-20 15:19:00,Storage/Laundry bags
199753,3,2011-06-20 15:19:00,Storage/Laundry bags
199756,6,2011-06-20 15:19:00,Storage/Laundry bags
199758,1,2011-06-20 15:19:00,Storage/Laundry bags
199773,1,2011-06-20 15:19:00,Storage/Laundry bags
199774,1,2011-06-20 15:19:00,Storage/Laundry bags
199775,2,2011-06-20 15:19:00,Storage/Laundry bags
199780,1,2011-06-20 15:19:00,Storage/Laundry bags
199782,1,2011-06-20 15:19:00,Storage/Laundry bags
199783,1,2011-06-20 15:19:00,Storage/Laundry bags
199784,6,2011-06-20 15:19:00,Storage/Laundry bags
199785,2,2011-06-20 15:19:00,Storage/Laundry bags
199795,5,2011-06-20 15:19:00,Storage/Laundry bags
199796,5,2011-06-20 15:19:00,Storage/Laundry bags
199814,6,2011-06-20 15:19:00,Storage/Laundry bags
199815,3,2011-06-20 15:19:00,Storage/Laundry bags
199825,1,2011-06-20 15:20:00,Storage/Laundry bags
199829,1,2011-06-20 15:20:00,Storage/Laundry bags
199843,3,2011-06-20 15:27:00,Storage/Laundry bags
199847,1,2011-06-20 15:27:00,Storage/Laundry bags
199871,2,2011-06-20 15:27:00,Storage/Laundry bags
199873,1,2011-06-20 15:27:00,Storage/Laundry bags
199932,1,2011-06-20 15:27:00,Storage/Laundry bags
199933,1,2011-06-20 15:27:00,Storage/Laundry bags
199935,2,2011-06-20 15:27:00,Storage/Laundry bags
199949,4,2011-06-20 15:27:00,Storage/Laundry bags
199961,3,2011-06-20 15:27:00,Storage/Laundry bags
199963,2,2011-06-20 15:27:00,Storage/Laundry bags
199965,2,2011-06-20 15:27:00,Storage/Laundry bags
199966,1,2011-06-20 15:27:00,Storage/Laundry bags
200010,1,2011-06-20 15:32:00,Storage/Laundry bags
200052,3,2011-06-20 15:32:00,Storage/Laundry bags
200053,3,2011-06-20 15:32:00,Storage/Laundry bags
200054,3,2011-06-20 15:32:00,Storage/Laundry bags
200055,1,2011-06-20 15:32:00,Storage/Laundry bags
200069,1,2011-06-20 15:32:00,Storage/Laundry bags
200081,1,2011-06-20 15:32:00,Storage/Laundry bags
200101,2,2011-06-20 15:32:00,Storage/Laundry bags
200102,3,2011-06-20 15:32:00,Storage/Laundry bags
200103,1,2011-06-20 15:32:00,Storage/Laundry bags
200118,2,2011-06-20 15:32:00,Storage/Laundry bags
200122,1,2011-06-20 15:32:00,Storage/Laundry bags
200128,3,2011-06-20 15:32:00,Storage/Laundry bags
200129,1,2011-06-20 15:32:00,Storage/Laundry bags
200146,1,2011-06-20 15:32:00,Storage/Laundry bags
200147,2,2011-06-20 15:32:00,Storage/Laundry bags
200179,1,2011-06-20 16:58:00,Storage/Laundry bags
200184,10,2011-06-20 16:58:00,Storage/Laundry bags
200194,7,2011-06-20 16:58:00,Storage/Laundry bags
200197,2,2011-06-20 17:14:00,Storage/Laundry bags
200240,12,2011-06-21 09:26:00,Storage/Laundry bags
200267,5,2011-06-21 09:49:00,Storage/Laundry bags
200269,5,2011-06-21 09:49:00,Storage/Laundry bags
200270,10,2011-06-21 09:49:00,Storage/Laundry bags
200274,10,2011-06-21 09:49:00,Storage/Laundry bags
200312,10,2011-06-21 10:40:00,Storage/Laundry bags
200330,10,2011-06-21 10:46:00,Storage/Laundry bags
200331,10,2011-06-21 10:46:00,Storage/Laundry bags
200332,10,2011-06-21 10:46:00,Storage/Laundry bags
200335,12,2011-06-21 10:46:00,Storage/Laundry bags
200402,288,2011-06-21 10:53:00,Storage/Laundry bags
200450,2,2011-06-21 11:02:00,Storage/Laundry bags
200462,2,2011-06-21 11:19:00,Storage/Laundry bags
200521,10,2011-06-21 11:57:00,Storage/Laundry bags
200523,10,2011-06-21 11:57:00,Storage/Laundry bags
